직업,연소득,신용점수,DTI,근속연도,담보가치,승인여부
중소기업,3333,730,25,7,15000,거부
대기업,5402,964,33,3,17200,거부
중소기업,3530,886,39,2,15000,거부
중소기업,8464,917,56,11,22900,승인
중소기업,11536,968,25,2,49300,승인
기타,2111,889,39,5,15000,거부
대기업,9319,767,44,3,37900,승인
대기업,7874,654,17,1,30200,승인
중소기업,3244,626,37,8,15000,거부
기타,4467,715,17,14,16800,거부
중소기업,4694,774,22,2,21200,거부
기타,3333,954,32,13,15000,거부
중소기업,7065,987,36,2,25200,승인
중소기업,11948,996,46,3,37000,승인
중소기업,3798,926,25,2,15000,거부
중소기업,4469,742,28,7,16500,거부
대기업,8571,846,49,11,39400,승인
대기업,9887,630,20,12,28400,승인
중소기업,10036,894,49,6,47200,승인
기타,5267,717,34,4,15200,거부
중소기업,8787,776,30,11,22100,승인
대기업,7824,74,34,15,26000,거부
기타,10498,902,90,7,33800,거부
대기업,5272,939,58,5,31600,승인
중소기업,9065,969,39,4,22700,승인
기타,3930,985,50,4,15000,거부
대기업,8717,900,76,5,26200,거부
중소기업,4408,855,19,1,23400,승인
중소기업,4305,992,19,1,23800,승인
대기업,8060,876,0,4,29600,승인
대기업,9403,852,8,4,26300,승인
대기업,7134,149,47,1,55600,거부
기타,5622,757,26,4,18500,거부
대기업,6571,269,41,1,24600,거부
중소기업,4370,919,40,6,15800,거부
중소기업,5315,956,59,14,22800,승인
중소기업,11002,88,47,8,76300,거부
대기업,7336,968,97,6,35000,거부
전문직,18470,904,35,12,57700,승인
대기업,10506,895,43,5,42400,승인
대기업,8033,716,17,1,38200,승인
기타,2798,787,33,2,15000,거부
중소기업,6623,972,51,3,17300,거부
기타,2610,956,0,11,15000,거부
중소기업,4859,697,10,8,17500,거부
기타,2511,964,30,8,23500,거부
중소기업,9523,858,47,14,24300,승인
중소기업,4940,931,92,2,15500,거부
대기업,13530,687,54,6,60800,승인
중소기업,5681,991,22,6,25100,승인
중소기업,6162,920,41,3,15100,거부
대기업,5822,869,43,5,19200,거부
대기업,10501,905,27,5,35400,승인
대기업,10052,965,30,10,32500,승인
대기업,13690,726,25,9,33800,승인
대기업,6460,989,44,2,16100,거부
중소기업,4090,730,17,3,26400,승인
중소기업,8591,973,38,2,25200,승인
중소기업,3284,977,57,1,15000,거부
기타,2477,988,45,14,15000,거부
대기업,5819,670,48,13,37600,승인
중소기업,9797,744,38,5,22800,승인
중소기업,5497,958,44,4,17900,거부
기타,9046,990,49,5,27700,승인
중소기업,6797,739,39,1,19300,거부
대기업,5561,694,46,8,25600,승인
대기업,6609,926,8,23,17500,거부
대기업,8941,933,22,1,30100,승인
전문직,16196,934,20,4,60200,승인
기타,5451,703,42,9,21700,거부
기타,8122,960,31,4,21800,승인
대기업,13638,784,35,15,59600,승인
대기업,9039,969,49,1,23100,승인
기타,2377,659,30,3,15000,거부
대기업,13664,757,30,15,33500,승인
중소기업,8004,882,29,12,36600,승인
대기업,8043,922,44,7,26900,승인
대기업,7015,77,47,12,29400,거부
중소기업,3976,939,20,7,15000,거부
대기업,6443,928,43,3,15300,거부
기타,2324,711,21,8,17400,거부
기타,2647,903,1,11,15000,거부
중소기업,3670,658,25,4,15000,거부
중소기업,6323,723,4,26,17000,거부
기타,4007,993,27,7,18900,거부
기타,11227,184,48,4,37200,거부
중소기업,8716,773,87,9,31300,거부
기타,3711,789,56,2,16900,거부
기타,2320,817,9,6,15000,거부
대기업,8731,978,39,10,25300,승인
대기업,7643,947,56,7,28700,승인
중소기업,3730,922,29,1,16100,거부
전문직,16719,987,28,11,69700,승인
중소기업,7517,795,21,15,23400,승인
기타,3612,910,51,2,15000,거부
전문직,18303,782,26,3,64800,승인
중소기업,4036,639,55,11,19100,거부
중소기업,4210,954,9,6,17200,거부
대기업,10214,907,59,11,58700,승인
기타,4471,984,1,3,16000,거부
중소기업,4525,956,25,6,27300,승인
중소기업,5138,815,30,5,18600,거부
대기업,10637,586,13,5,32200,승인
중소기업,3118,939,42,10,15000,거부
중소기업,7207,909,25,4,29200,승인
중소기업,5515,917,34,2,15200,거부
중소기업,4707,563,38,2,19000,거부
중소기업,11250,823,26,3,36500,승인
중소기업,6638,984,20,6,25700,승인
중소기업,3763,966,50,12,15000,거부
기타,4587,997,28,28,23400,승인
중소기업,4605,988,36,9,24100,승인
대기업,5894,724,32,3,17100,거부
대기업,13910,989,8,14,39000,승인
전문직,9045,900,34,8,37600,승인
대기업,9937,720,39,6,28500,승인
중소기업,4672,913,34,5,16400,거부
기타,11169,954,47,2,36800,승인
중소기업,4015,718,32,2,31500,승인
중소기업,3487,747,32,5,15000,거부
전문직,15797,504,51,1,60800,승인
기타,5002,885,29,2,19900,거부
대기업,9016,989,76,3,22300,거부
대기업,11558,651,30,4,44100,승인
전문직,10996,212,6,7,46800,거부
대기업,11943,778,14,12,32300,승인
중소기업,11824,860,35,10,31100,승인
기타,2136,432,33,15,15000,거부
중소기업,4453,974,26,14,18900,거부
중소기업,4888,746,37,9,18300,거부
전문직,19321,965,35,6,80200,승인
중소기업,3499,963,41,8,15000,거부
대기업,10701,901,1,2,47300,승인
전문직,18324,361,44,3,54800,승인
대기업,6928,959,58,4,35700,승인
중소기업,4003,704,49,1,19700,거부
대기업,8919,997,35,12,28100,승인
중소기업,3767,781,40,10,17700,거부
중소기업,4709,939,26,14,20000,거부
대기업,7836,735,39,1,24500,승인
중소기업,3228,975,36,6,15000,거부
중소기업,6937,989,20,10,27600,승인
기타,5690,621,52,9,25000,승인
기타,4236,706,45,4,16000,거부
중소기업,3835,992,43,7,15000,거부
중소기업,4619,972,20,4,15400,거부
대기업,12155,945,46,5,38500,승인
중소기업,7237,990,26,5,56900,승인
전문직,19671,971,31,1,115800,승인
중소기업,9909,624,33,3,52100,승인
대기업,6673,625,39,1,27800,승인
대기업,11142,846,41,9,36600,승인
전문직,16324,722,49,5,86200,승인
중소기업,4893,935,38,1,23700,승인
중소기업,3612,702,55,7,17700,거부
대기업,11345,700,17,15,31300,승인
전문직,13052,971,23,9,30600,승인
중소기업,7434,916,37,6,21000,승인
대기업,11122,907,42,15,34900,승인
중소기업,3842,558,26,9,15000,거부
대기업,11285,903,24,12,30600,승인
중소기업,8955,848,75,6,29100,거부
전문직,19312,252,23,8,76400,거부
중소기업,3747,145,56,2,15000,거부
대기업,11703,951,66,2,74100,거부
기타,9237,890,85,2,36500,거부
기타,5914,936,26,6,24200,승인
중소기업,6517,740,34,5,16000,거부
대기업,13624,881,31,11,33800,승인
중소기업,7013,718,11,11,21000,승인
중소기업,6957,881,20,8,17900,거부
기타,2376,838,46,12,25100,승인
전문직,18536,617,21,1,76100,승인
전문직,6052,710,40,2,28100,승인
중소기업,5304,985,22,5,16000,거부
전문직,7221,667,29,1,22600,승인
중소기업,3935,765,49,1,15000,거부
대기업,8485,732,46,19,27600,승인
중소기업,7129,955,33,9,35700,승인
기타,3999,921,32,1,18400,거부
기타,5860,865,0,8,15300,거부
중소기업,6239,840,47,3,29300,승인
중소기업,3454,832,85,1,16400,거부
중소기업,4131,981,34,4,18800,거부
대기업,7123,850,35,2,33600,승인
중소기업,3449,773,34,1,15000,거부
대기업,6988,139,43,8,15600,거부
중소기업,6913,929,37,3,16800,거부
대기업,11170,959,39,5,35200,승인
중소기업,4180,906,22,1,15600,거부
중소기업,6568,764,43,8,15700,거부
기타,2316,845,21,5,15000,거부
대기업,8123,924,1,5,27600,승인
중소기업,4214,818,3,5,19100,거부
기타,5465,995,2,3,16400,거부
중소기업,6348,849,8,1,29500,승인
기타,5275,957,46,1,24600,승인
대기업,6218,934,33,12,24400,승인
중소기업,6848,961,40,5,15000,거부
전문직,17313,929,51,11,62700,승인
중소기업,7614,979,30,11,37400,승인
대기업,5330,625,15,12,16100,거부
대기업,8932,993,23,2,23000,승인
중소기업,4035,921,71,9,15600,거부
중소기업,3519,917,11,1,15000,거부
기타,4472,963,54,3,18700,거부
기타,4691,946,38,23,25500,승인
대기업,8494,963,50,1,27400,승인
중소기업,4668,993,14,4,29300,승인
중소기업,3175,883,27,10,28900,승인
전문직,15523,943,37,3,81600,승인
기타,3693,46,26,8,15700,거부
중소기업,4945,764,44,3,38900,승인
대기업,11155,850,58,6,31200,승인
중소기업,5196,976,41,6,19300,거부
대기업,6272,981,72,8,17300,거부
대기업,5340,613,34,13,15000,거부
기타,3773,641,19,3,15000,거부
중소기업,6454,885,98,8,17000,거부
전문직,18614,958,9,1,72700,승인
중소기업,11807,724,26,2,33400,승인
기타,3383,160,35,10,15000,거부
기타,2995,977,52,10,20200,거부
대기업,5258,728,49,1,18700,거부
대기업,9176,979,4,1,29800,승인
대기업,7155,848,40,8,27200,승인
중소기업,3375,988,52,4,15000,거부
기타,6759,751,16,8,29500,승인
중소기업,4552,773,33,3,17500,거부
중소기업,3600,931,38,8,15000,거부
대기업,9244,767,33,2,28500,승인
전문직,19232,913,47,5,83500,승인
중소기업,3249,992,31,6,28700,승인
대기업,7629,715,21,2,20400,승인
전문직,13339,761,49,2,78000,승인
대기업,14657,954,62,6,35900,거부
중소기업,3811,869,42,1,15000,거부
중소기업,4798,403,53,16,17400,거부
중소기업,4908,718,47,7,16600,거부
중소기업,3170,804,46,1,15000,거부
대기업,5973,879,24,5,15500,거부
중소기업,4998,816,34,2,25600,승인
대기업,14672,696,7,4,32200,승인
중소기업,3428,954,38,10,15000,거부
대기업,6732,984,39,6,34900,승인
기타,8167,952,12,5,31400,승인
대기업,9654,978,43,2,26300,승인
중소기업,4070,890,47,5,36100,승인
전문직,14931,767,68,3,30500,거부
중소기업,3292,742,40,9,15000,거부
대기업,8749,931,34,5,24200,승인
전문직,14151,953,22,1,42700,승인
중소기업,6913,734,43,3,18500,거부
대기업,7725,960,30,5,28900,승인
중소기업,4225,974,16,9,16000,거부
대기업,9150,915,29,15,29700,승인
중소기업,3565,920,41,3,18200,거부
전문직,15834,854,35,12,86900,승인
대기업,7774,262,80,14,21000,거부
중소기업,5066,616,37,2,16700,거부
대기업,7589,947,48,8,23000,승인
중소기업,10261,682,24,12,35500,승인
중소기업,5641,983,21,3,18100,거부
기타,4765,952,13,5,15800,거부
대기업,7622,609,30,6,26500,승인
대기업,7713,710,20,1,20800,승인
중소기업,3426,996,40,15,16800,거부
대기업,7834,927,69,9,27200,거부
중소기업,6314,852,13,13,32800,승인
전문직,6958,881,58,8,19600,거부
기타,2584,924,50,7,15000,거부
중소기업,3043,822,35,1,15000,거부
기타,4351,931,45,7,18900,거부
중소기업,3895,926,23,11,15000,거부
중소기업,3821,751,29,2,15600,거부
대기업,5889,740,61,25,18500,거부
기타,2032,914,53,5,15000,거부
대기업,13865,708,57,12,35500,승인
기타,6694,966,45,2,29000,승인
대기업,11551,942,31,5,39400,승인
대기업,9406,633,9,7,21900,승인
기타,3021,938,41,7,26500,승인
중소기업,3699,971,96,9,25000,거부
중소기업,8131,951,43,11,25800,승인
중소기업,11715,709,45,1,36300,승인
기타,3765,920,20,1,15000,거부
기타,3089,863,11,14,15000,거부
전문직,13829,633,41,4,71200,승인
대기업,5122,944,28,2,15000,거부
기타,2639,969,58,4,15000,거부
중소기업,9215,878,29,7,30400,승인
대기업,10753,703,48,5,37400,승인
기타,9585,720,38,4,31300,승인
전문직,6134,919,6,11,16000,거부
대기업,7867,914,35,3,25200,승인
중소기업,3626,978,33,29,24200,승인
기타,4857,783,50,12,15400,거부
기타,5205,995,27,3,19900,거부
기타,4757,943,27,1,15800,거부
중소기업,9552,738,24,1,21400,승인
기타,6526,695,52,10,19200,거부
기타,4869,828,32,1,18800,거부
중소기업,5119,935,6,9,19900,거부
기타,3426,912,32,3,15000,거부
전문직,6792,678,2,1,19100,거부
대기업,12930,938,5,10,48800,승인
중소기업,11915,745,18,2,30500,승인
중소기업,8852,726,23,4,33400,승인
전문직,8645,929,29,7,26100,승인
대기업,11020,742,50,7,53100,승인
중소기업,3485,951,31,11,15000,거부
대기업,12493,281,0,4,36800,거부
전문직,19938,719,38,13,55300,승인
중소기업,4603,640,20,10,19900,거부
대기업,7548,722,33,9,21400,승인
대기업,10601,910,12,5,43700,승인
중소기업,6054,983,38,13,17900,거부
대기업,8846,924,26,11,25900,승인
기타,10023,943,13,8,72600,승인
대기업,7317,895,4,8,22400,승인
중소기업,8699,70,27,2,37400,거부
전문직,17660,958,24,14,73500,승인
기타,11819,794,43,5,30300,승인
전문직,15643,923,23,8,66500,승인
기타,6979,984,32,25,15000,거부
대기업,9112,738,23,12,24400,승인
기타,4763,938,8,3,16400,거부
대기업,9479,870,43,11,26600,승인
기타,3582,807,31,2,15000,거부
중소기업,3357,796,2,6,15000,거부
대기업,8784,993,70,12,59200,거부
중소기업,4988,860,43,4,18800,거부
중소기업,5912,756,44,2,16800,거부
대기업,8644,819,40,3,26200,승인
기타,5970,716,28,14,17400,거부
기타,2542,893,28,5,15000,거부
대기업,8636,973,24,1,25200,승인
중소기업,5605,954,37,1,19900,거부
중소기업,3607,987,21,12,15000,거부
대기업,11909,831,97,3,41700,거부
중소기업,4678,772,49,2,21200,거부
중소기업,4831,915,71,1,17200,거부
중소기업,4883,928,27,5,17400,거부
중소기업,4439,530,21,9,19800,거부
중소기업,6824,659,58,3,19000,거부
중소기업,4339,796,30,5,33400,승인
전문직,18151,668,26,3,50400,승인
전문직,8922,885,38,9,24400,승인
기타,5943,962,28,4,19200,거부
중소기업,8097,645,47,6,25600,승인
중소기업,8421,805,31,12,29200,승인
대기업,8863,959,41,4,24100,승인
중소기업,3178,922,43,3,15000,거부
기타,2232,196,48,11,15000,거부
대기업,8501,984,48,11,20400,승인
전문직,6674,922,2,9,18300,거부
중소기업,3056,964,39,5,15000,거부
기타,3641,980,49,2,15000,거부
기타,4341,967,36,5,15700,거부
중소기업,9027,965,25,7,24800,승인
대기업,8529,980,21,8,49400,승인
중소기업,5486,679,34,15,18700,거부
기타,7472,675,26,5,25100,승인
중소기업,3166,936,30,10,15000,거부
기타,2518,731,69,1,20600,거부
대기업,7135,956,41,7,22900,승인
대기업,13147,908,54,10,48000,승인
대기업,6959,764,13,8,20700,승인
중소기업,6854,930,32,13,29900,승인
중소기업,3328,712,36,12,15000,거부
중소기업,4255,759,46,13,16000,거부
중소기업,6797,816,39,8,19700,거부
대기업,14795,935,40,3,53900,승인
중소기업,10438,951,30,4,68100,승인
전문직,15130,972,52,5,61500,승인
기타,2445,934,39,1,15000,거부
기타,2813,708,57,4,15000,거부
기타,2795,989,29,1,15000,거부
기타,3748,975,24,1,22000,거부
중소기업,11238,771,13,1,31900,승인
중소기업,3261,937,24,3,15000,거부
대기업,7169,945,55,6,28600,승인
대기업,7908,737,27,8,29600,승인
중소기업,6386,249,47,3,25300,거부
기타,3666,881,34,2,15000,거부
중소기업,6911,965,99,3,18800,거부
중소기업,4276,853,52,5,16500,거부
대기업,8122,742,55,8,26300,승인
대기업,10615,717,48,2,39700,승인
대기업,11875,824,38,6,39400,승인
전문직,12838,640,36,6,47500,승인
기타,2923,983,42,3,15000,거부
중소기업,4601,972,21,8,29200,승인
중소기업,6592,895,45,8,27300,승인
기타,5078,804,55,1,27400,승인
기타,4388,969,36,1,23900,승인
기타,4700,981,48,9,22100,거부
기타,2732,847,35,7,15000,거부
대기업,6963,968,27,12,39100,승인
대기업,7820,699,42,10,47800,승인
전문직,7932,614,39,8,57100,승인
중소기업,4694,914,26,3,19100,거부
중소기업,4696,925,55,6,32900,승인
중소기업,8047,966,61,9,51700,거부
대기업,8740,702,23,23,35400,승인
중소기업,4071,914,39,7,19400,거부
전문직,15286,789,37,2,51300,승인
중소기업,3532,966,44,3,19000,거부
대기업,9490,872,11,1,31500,승인
전문직,17093,936,6,3,55300,승인
기타,3788,941,44,5,15000,거부
중소기업,4200,938,51,9,18200,거부
중소기업,5922,770,49,2,33100,승인
대기업,8318,972,98,3,28300,거부
기타,6969,998,24,4,18400,거부
중소기업,4087,946,27,10,23900,승인
대기업,12112,830,70,5,78500,거부
대기업,11039,815,55,6,63400,승인
중소기업,7320,929,20,4,26400,승인
기타,5313,749,34,5,35700,승인
대기업,8543,797,29,7,27800,승인
대기업,7869,985,32,5,28400,승인
기타,4627,962,36,15,15400,거부
기타,6664,721,56,8,15200,거부
대기업,5215,69,27,1,17800,거부
기타,6625,740,24,7,18900,거부
대기업,7234,924,31,3,25200,승인
대기업,10127,241,34,3,39400,거부
대기업,9123,948,3,12,42000,승인
